Days for shipment (scheduled),Order Processing Time,Order Item Quantity,Order Month,Discounted Item,Type_DEBIT,Type_TRANSFER,Shipping Mode_Second Class,Shipping Mode_Standard Class,Customer Segment_Home Office,Customer Segment_Corporate,Order Status_PENDING,Order Status_PROCESSING,Order Status_SUSPECTED_FRAUD,Delay Probability,Expected Cost,Premium
2,2,4,2,1,0,1,1,0,0,0,0,1,0,7.7978635e-05,0.0077978633,10.508187
4,2,1,3,1,0,0,0,1,0,0,0,0,0,1.8124659e-06,0.00018124659,10.50019
4,6,3,7,1,1,0,0,1,0,1,0,0,0,0.99998546,99.99854,115.49847
2,4,3,10,1,0,0,1,0,0,0,0,0,0,0.9999906,99.99906,115.49901
2,5,1,5,1,0,1,1,0,0,1,1,0,0,0.9999974,99.99974,115.499725
4,6,1,10,1,0,0,0,1,0,1,0,0,0,0.9999856,99.99856,115.49848
1,2,1,5,1,0,0,0,0,0,0,0,0,0,0.99998343,99.998344,115.49825
4,6,1,4,1,0,1,0,1,0,1,0,1,0,0.9999858,99.99858,115.498505
4,5,4,1,1,0,1,0,1,0,0,1,0,0,0.99998546,99.99854,115.49847
4,6,1,8,1,1,0,0,1,0,0,0,0,0,0.99998546,99.99854,115.49847
2,4,1,6,1,1,0,1,0,0,0,0,0,0,0.99999046,99.99905,115.49899
4,4,1,1,1,0,0,0,1,0,1,0,0,0,3.1707794e-05,0.0031707794,10.503329
4,4,1,3,1,1,0,0,1,0,1,0,0,0,3.1380237e-05,0.0031380237,10.503294
2,4,1,3,1,1,0,1,0,0,0,0,0,0,0.99999046,99.99905,115.49899
0,0,5,4,1,1,0,0,0,1,0,0,0,0,0.61918277,61.918278,75.51418
4,5,1,10,1,0,0,0,1,1,0,0,0,0,0.99998546,99.99854,115.49847
2,5,1,4,1,1,0,1,0,0,0,0,0,0,0.9999974,99.99974,115.499725
4,2,1,1,1,1,0,0,1,0,0,0,0,0,1.6713487e-06,0.00016713487,10.5001745
4,5,3,2,1,0,1,0,1,0,0,1,0,0,0.99998546,99.99854,115.49847
4,2,1,10,1,1,0,0,1,0,0,0,0,0,1.8535815e-06,0.00018535815,10.500194
1,2,5,3,1,0,1,0,0,0,1,1,0,0,0.9999727,99.99727,115.49712
4,4,2,8,1,0,1,0,1,0,0,0,1,0,3.2072734e-05,0.0032072733,10.503367
2,3,2,4,1,1,0,1,0,1,0,0,0,0,0.9999472,99.99472,115.49445
1,2,1,5,1,1,0,0,0,0,0,0,0,0,0.9999869,99.99869,115.49862
0,0,1,5,1,0,1,0,0,1,0,0,1,0,0.35957935,35.957935,48.25583
4,4,4,1,1,1,0,0,1,0,1,0,0,0,3.1707794e-05,0.0031707794,10.503329
2,4,4,9,1,1,0,1,0,1,0,0,0,0,0.99999046,99.99905,115.49899
4,2,1,7,1,0,1,0,1,0,0,0,0,1,8.3617766e-07,8.3617764e-05,10.500088
4,2,1,12,1,0,1,0,1,0,0,1,0,0,1.8575382e-06,0.00018575382,10.500195
4,5,1,4,1,0,0,0,1,1,0,0,0,0,0.9999862,99.99862,115.49854
4,4,1,10,1,0,0,0,1,0,1,0,0,0,3.1599728e-05,0.0031599728,10.503317
1,2,1,9,0,1,0,0,0,1,0,0,0,0,0.9999714,99.99714,115.496994
4,3,2,7,1,1,0,0,1,0,0,0,0,0,5.347567e-06,0.0005347567,10.500562
4,2,1,8,1,1,0,0,1,0,0,0,0,0,1.7930028e-06,0.00017930027,10.500188
4,4,1,3,1,0,0,0,1,0,1,0,0,0,3.1599728e-05,0.0031599728,10.503317
4,3,2,10,1,0,0,0,1,0,1,0,0,0,5.3849717e-06,0.0005384972,10.500566
4,4,1,1,1,1,0,0,1,0,0,0,0,0,3.1109033e-05,0.0031109033,10.503266
4,2,4,9,1,0,0,0,1,0,0,0,0,0,1.6871437e-06,0.00016871437,10.500176
1,2,1,7,1,0,1,0,0,1,0,0,0,0,0.99998295,99.9983,115.49821
4,5,5,12,0,0,0,0,1,0,1,0,0,0,0.9999856,99.99856,115.49848
4,6,5,6,1,0,1,0,1,0,0,0,0,0,0.99998426,99.99843,115.498344
2,2,1,5,1,1,0,1,0,0,0,0,0,0,8.1938306e-05,0.008193831,10.508603
4,5,4,3,1,0,0,0,1,0,1,0,0,0,0.9999856,99.99856,115.49848
4,5,3,9,1,0,1,0,1,1,0,0,0,0,0.99998546,99.99854,115.49847
1,2,1,4,0,0,1,0,0,0,0,0,1,0,0.9999527,99.99527,115.495026
4,2,1,4,0,1,0,0,1,0,1,0,0,0,1.7869736e-06,0.00017869736,10.500187
4,6,1,10,1,0,0,0,1,0,1,0,0,0,0.9999856,99.99856,115.49848
2,6,2,11,1,0,1,1,0,0,0,0,1,0,0.9999974,99.99974,115.499725
0,0,1,12,1,0,1,0,0,0,1,1,0,0,0.6506065,65.06065,78.81368
4,4,1,12,1,0,0,0,1,1,0,0,0,0,3.1279284e-05,0.0031279284,10.5032835
1,2,4,4,1,0,1,0,0,1,0,0,0,1,0.99996865,99.996864,115.496704
4,4,4,6,1,1,0,0,1,0,1,0,0,0,3.1380237e-05,0.0031380237,10.503294
4,4,2,4,1,1,0,0,1,0,0,0,0,0,3.1380237e-05,0.0031380237,10.503294
4,6,1,3,1,0,0,0,1,0,0,0,0,0,0.9999856,99.99856,115.49848
4,4,1,9,1,0,1,0,1,0,0,1,0,0,3.1573403e-05,0.0031573402,10.503315
4,4,1,6,1,0,0,0,1,1,0,0,0,0,3.1279284e-05,0.0031279284,10.5032835
4,4,2,7,0,0,0,0,1,0,1,0,0,0,3.1599728e-05,0.0031599728,10.503317
4,2,4,1,1,0,1,0,1,1,0,1,0,0,1.3960623e-06,0.00013960623,10.500146
0,0,1,9,1,1,0,0,0,0,0,0,0,0,0.48126376,48.126377,61.032692
4,4,5,9,1,1,0,0,1,0,1,0,0,0,3.1380237e-05,0.0031380237,10.503294
4,6,2,8,1,0,1,0,1,0,0,0,0,0,0.99998426,99.99843,115.498344
0,0,4,7,1,1,0,0,0,0,1,0,0,0,0.504661,50.466103,63.489407
4,4,4,1,1,0,0,0,1,0,1,0,0,0,3.1707794e-05,0.0031707794,10.503329
4,5,4,6,1,0,0,0,1,0,1,0,0,0,0.9999856,99.99856,115.49848
4,2,1,3,1,0,0,0,1,0,0,0,0,0,1.8124659e-06,0.00018124659,10.50019
1,2,4,5,1,0,0,0,0,1,0,0,0,0,0.99997723,99.99773,115.497604
2,2,5,1,1,0,1,1,0,0,1,1,0,0,4.418207e-05,0.004418207,10.504639
1,2,1,8,1,0,1,0,0,0,0,0,1,0,0.9999858,99.99858,115.498505
4,5,3,7,1,0,0,0,1,0,0,0,0,0,0.9999856,99.99856,115.49848
4,5,1,1,1,1,0,0,1,0,0,0,0,0,0.99998534,99.998535,115.49846
2,4,1,1,1,0,1,1,0,0,0,1,0,0,0.9999906,99.99906,115.49901
4,3,1,8,1,0,0,0,1,1,0,0,0,0,5.330362e-06,0.0005330362,10.500559
4,3,4,5,1,0,0,0,1,0,0,0,0,0,5.3849717e-06,0.0005384972,10.500566
0,0,1,1,1,1,0,0,0,0,1,0,0,0,0.5073155,50.731552,63.768127
1,2,1,4,1,1,0,0,0,0,0,0,0,0,0.9999802,99.998024,115.49792
4,6,1,6,1,0,1,0,1,0,0,1,0,0,0.9999856,99.99856,115.49848
4,5,5,11,1,0,0,0,1,0,0,0,0,0,0.9999856,99.99856,115.49848
4,5,3,3,1,1,0,0,1,0,0,0,0,0,0.99998546,99.99854,115.49847
4,4,4,1,1,1,0,0,1,0,1,0,0,0,3.1707794e-05,0.0031707794,10.503329
4,6,2,3,1,0,1,0,1,1,0,0,1,0,0.9999831,99.99831,115.498215
4,6,4,5,1,1,0,0,1,0,1,0,0,0,0.99998546,99.99854,115.49847
0,0,4,3,1,1,0,0,0,0,1,0,0,0,0.4330891,43.30891,55.974354
2,5,1,6,1,1,0,1,0,0,0,0,0,0,0.9999974,99.99974,115.499725
4,4,2,7,1,0,0,0,1,0,0,0,0,0,3.1599728e-05,0.0031599728,10.503317
4,4,4,2,1,1,0,0,1,1,0,0,0,0,2.9604938e-05,0.0029604938,10.503108
1,2,4,3,1,0,1,0,0,1,0,0,1,0,0.9999875,99.99875,115.49868
4,4,3,4,1,0,1,0,1,0,1,0,1,0,3.2072734e-05,0.0032072733,10.503367
4,5,1,8,1,1,0,0,1,0,0,0,0,0,0.99998546,99.99854,115.49847
4,3,3,8,1,0,0,0,1,1,0,0,0,0,5.330362e-06,0.0005330362,10.500559
4,3,1,1,1,0,0,0,1,1,0,0,0,0,5.2213404e-06,0.00052213407,10.500547
4,6,2,9,1,1,0,0,1,0,1,0,0,0,0.99998546,99.99854,115.49847
4,2,2,8,1,0,0,0,1,0,0,0,0,0,1.7149581e-06,0.0001714958,10.500179
4,3,2,4,1,0,0,0,1,0,0,0,0,0,5.3849717e-06,0.0005384972,10.500566
0,0,3,8,1,1,0,0,0,1,0,0,0,0,0.44551626,44.551624,57.2792
4,2,1,12,1,0,0,0,1,0,0,0,0,0,1.6380031e-06,0.00016380032,10.500172
4,2,2,1,1,1,0,0,1,0,0,0,0,0,1.6825354e-06,0.00016825354,10.500175
4,2,1,9,1,0,0,0,1,1,0,0,0,0,1.9629356e-06,0.00019629356,10.500206
4,6,2,1,0,1,0,0,1,1,0,0,0,0,0.9999851,99.99851,115.498436
1,2,4,8,0,0,0,0,0,0,1,0,0,0,0.9999696,99.99696,115.4968
4,4,1,6,1,1,0,0,1,0,0,0,0,0,3.1380237e-05,0.0031380237,10.503294
4,4,1,10,1,1,0,0,1,1,0,0,0,0,3.1279284e-05,0.0031279284,10.5032835
4,6,1,8,1,0,0,0,1,0,0,0,0,0,0.9999856,99.99856,115.49848
4,6,1,6,1,0,0,0,1,0,1,0,0,0,0.9999856,99.99856,115.49848
4,3,1,8,1,0,0,0,1,0,1,0,0,0,5.3849717e-06,0.0005384972,10.500566
4,4,1,8,1,1,0,0,1,0,0,0,0,0,3.1380237e-05,0.0031380237,10.503294
4,4,1,10,1,0,0,0,1,0,1,0,0,0,3.1599728e-05,0.0031599728,10.503317
2,2,1,11,1,1,0,1,0,0,1,0,0,0,5.7414745e-05,0.0057414747,10.506027
4,5,1,9,1,1,0,0,1,1,0,0,0,0,0.99998546,99.99854,115.49847
2,4,5,6,1,1,0,1,0,0,0,0,0,0,0.99999046,99.99905,115.49899
0,0,1,7,0,0,0,0,0,0,0,0,0,0,0.45171702,45.171703,57.930286
4,3,1,10,0,0,0,0,1,0,0,0,0,0,5.3849717e-06,0.0005384972,10.500566
4,4,1,7,0,0,0,0,1,0,0,0,0,0,3.1599728e-05,0.0031599728,10.503317
2,5,3,11,1,1,0,1,0,1,0,0,0,0,0.9999974,99.99974,115.499725
4,5,1,4,1,0,1,0,1,0,1,0,1,0,0.9999858,99.99858,115.498505
2,6,5,1,1,0,0,1,0,0,1,0,0,0,0.9999975,99.99975,115.49973
2,2,2,7,1,0,0,1,0,0,0,0,0,0,7.013044e-05,0.007013044,10.507363
2,5,1,6,1,1,0,1,0,1,0,0,0,0,0.9999974,99.99974,115.499725
4,3,1,9,1,1,0,0,1,0,1,0,0,0,5.347567e-06,0.0005347567,10.500562
4,6,2,4,1,0,0,0,1,0,0,0,0,0,0.9999856,99.99856,115.49848
4,2,1,12,1,0,0,0,1,0,0,0,0,0,1.6380031e-06,0.00016380032,10.500172
4,6,1,8,1,0,1,0,1,0,1,0,1,0,0.9999858,99.99858,115.498505
4,4,5,8,1,0,0,0,1,0,0,0,0,0,3.1599728e-05,0.0031599728,10.503317
0,0,1,8,1,0,0,0,0,0,0,0,0,0,0.575449,57.5449,70.92214
2,3,1,10,1,0,1,1,0,0,1,0,1,0,0.99994314,99.994316,115.494026
1,2,1,5,1,1,0,0,0,1,0,0,0,0,0.9999808,99.99808,115.49798
2,5,3,8,1,0,1,1,0,0,0,1,0,0,0.9999974,99.99974,115.499725
0,0,3,3,1,1,0,0,0,0,1,0,0,0,0.4819142,48.191418,61.100986
4,6,2,7,1,0,0,0,1,0,0,0,0,0,0.9999856,99.99856,115.49848
1,2,5,12,1,1,0,0,0,0,0,0,0,0,0.99998283,99.99828,115.49819
4,4,1,4,1,0,0,0,1,0,0,0,0,0,3.1599728e-05,0.0031599728,10.503317
4,2,4,8,1,1,0,0,1,0,1,0,0,0,2.3618222e-06,0.00023618223,10.500248
1,2,1,8,1,1,0,0,0,0,0,0,0,0,0.9999863,99.99863,115.49855
4,5,1,1,1,0,1,0,1,1,0,1,0,0,0.99998236,99.99824,115.498146
2,4,1,10,1,1,0,1,0,0,1,0,0,0,0.99999046,99.99905,115.49899
2,2,3,9,1,0,1,1,0,0,1,0,1,0,5.336543e-05,0.005336543,10.505603
4,4,1,11,1,0,0,0,1,1,0,0,0,0,3.1279284e-05,0.0031279284,10.5032835
4,3,1,9,1,0,0,0,1,0,1,0,0,0,5.3849717e-06,0.0005384972,10.500566
2,6,1,12,1,0,0,1,0,0,0,0,0,0,0.9999974,99.99974,115.499725
2,3,1,1,1,0,1,1,0,1,0,0,1,0,0.99995565,99.99557,115.49534
4,6,5,4,1,1,0,0,1,1,0,0,0,0,0.9999862,99.99862,115.49854
4,5,1,2,1,1,0,0,1,0,0,0,0,0,0.99998534,99.998535,115.49846
4,6,1,7,1,1,0,0,1,0,1,0,0,0,0.99998546,99.99854,115.49847
1,2,3,4,1,0,1,0,0,0,1,1,0,0,0.9999832,99.99832,115.49823
4,5,1,5,1,0,0,0,1,0,1,0,0,0,0.9999856,99.99856,115.49848
1,2,1,1,1,0,0,0,0,0,0,0,0,0,0.9999827,99.99827,115.49818
1,2,1,9,1,0,0,0,0,1,0,0,0,0,0.99998665,99.998665,115.4986
4,3,1,8,1,1,0,0,1,0,0,0,0,0,5.347567e-06,0.0005347567,10.500562
4,4,1,6,1,0,1,0,1,0,0,0,1,0,3.2072734e-05,0.0032072733,10.503367
2,2,1,5,1,1,0,1,0,0,1,0,0,0,5.124641e-05,0.005124641,10.505381
4,6,1,2,1,0,0,0,1,0,0,0,0,0,0.99998534,99.998535,115.49846
2,2,5,8,1,0,0,1,0,0,1,0,0,0,5.9310434e-05,0.0059310435,10.506227
1,2,4,8,1,1,0,0,0,0,1,0,0,0,0.99999034,99.99903,115.49898
4,2,1,3,1,0,0,0,1,0,1,0,0,0,1.8173555e-06,0.00018173555,10.500191
1,2,5,5,1,1,0,0,0,0,0,0,0,0,0.99999046,99.99905,115.49899
1,2,1,8,0,1,0,0,0,0,0,0,0,0,0.99997926,99.997925,115.49782
4,2,1,1,1,1,0,0,1,0,0,0,0,0,1.6713487e-06,0.00016713487,10.5001745
4,2,1,3,1,1,0,0,1,0,0,0,0,0,1.8268626e-06,0.00018268626,10.500192
4,2,1,4,1,1,0,0,1,0,1,0,0,0,1.8604493e-06,0.00018604493,10.500195
2,3,2,4,1,1,0,1,0,0,0,0,0,0,0.9999442,99.99442,115.49414
4,6,1,1,1,1,0,0,1,0,0,0,0,0,0.99998534,99.998535,115.49846
2,6,5,4,1,0,1,1,0,0,1,0,1,0,0.9999975,99.99975,115.49973
1,2,1,8,1,0,1,0,0,0,0,1,0,0,0.9999794,99.99794,115.49783
4,2,1,1,1,0,0,0,1,0,1,0,0,0,1.928337e-06,0.0001928337,10.500202
2,2,4,12,0,0,0,1,0,0,1,0,0,0,7.0171445e-05,0.0070171445,10.507367
2,3,1,8,1,1,0,1,0,0,0,0,0,0,0.9999442,99.99442,115.49414
4,5,2,6,1,0,0,0,1,0,0,0,0,0,0.9999856,99.99856,115.49848
1,2,1,12,1,0,0,0,0,1,0,0,0,0,0.9999819,99.998184,115.498085
4,4,1,2,1,1,0,0,1,1,0,0,0,0,2.6563448e-05,0.0026563448,10.502789
4,2,3,2,1,1,0,0,1,0,0,0,0,0,1.6140145e-06,0.00016140145,10.500169
2,4,1,9,1,0,0,1,0,0,1,0,0,0,0.9999906,99.99906,115.49901
4,5,5,8,1,0,1,0,1,0,0,0,0,1,0.9999882,99.99882,115.49876
1,2,1,5,1,1,0,0,0,0,1,0,0,0,0.99996865,99.996864,115.496704
0,0,1,1,1,0,0,0,0,0,1,0,0,0,0.5408202,54.08202,67.28611
4,2,3,12,1,0,0,0,1,0,0,0,0,0,1.8830368e-06,0.00018830367,10.500196
1,2,4,1,1,1,0,0,0,0,0,0,0,0,0.9999846,99.99846,115.498375
4,3,2,10,1,0,0,0,1,0,0,0,0,0,5.3849717e-06,0.0005384972,10.500566
2,2,1,4,1,0,0,1,0,0,0,0,0,0,7.715913e-05,0.007715913,10.508101
4,6,4,2,1,0,1,0,1,0,1,0,0,0,0.99998903,99.9989,115.49884
4,4,1,3,1,1,0,0,1,0,1,0,0,0,3.1380237e-05,0.0031380237,10.503294
4,2,4,11,1,0,0,0,1,0,0,0,0,0,2.2331983e-06,0.00022331983,10.500234
4,5,1,1,1,0,1,0,1,1,0,0,0,1,0.99998724,99.998726,115.49866
4,2,1,3,1,0,0,0,1,0,0,0,0,0,1.8124659e-06,0.00018124659,10.50019
4,3,2,6,1,1,0,0,1,0,1,0,0,0,5.347567e-06,0.0005347567,10.500562
4,3,4,2,1,1,0,0,1,0,1,0,0,0,5.4033876e-06,0.00054033875,10.500567
4,3,1,6,1,1,0,0,1,0,1,0,0,0,5.347567e-06,0.0005347567,10.500562
4,6,3,5,1,0,1,0,1,0,1,0,1,0,0.9999858,99.99858,115.498505
1,2,1,10,1,1,0,0,0,0,1,0,0,0,0.9999814,99.99814,115.49804
4,5,1,4,1,0,1,0,1,0,0,0,1,0,0.9999858,99.99858,115.498505
4,2,1,8,0,0,0,0,1,0,0,0,0,0,1.9287693e-06,0.00019287693,10.500202
4,4,2,9,1,0,0,0,1,0,1,0,0,0,3.1599728e-05,0.0031599728,10.503317
4,2,1,12,1,0,1,0,1,0,0,0,1,0,1.5426967e-06,0.00015426967,10.500162
4,6,1,2,1,0,1,0,1,0,1,0,1,0,0.999979,99.9979,115.497795
4,3,4,5,1,0,1,0,1,0,1,0,1,0,5.4655798e-06,0.000546558,10.500573
4,5,2,1,1,1,0,0,1,0,1,0,0,0,0.9999856,99.99856,115.49848
2,5,1,5,1,0,1,1,0,1,0,1,0,0,0.9999974,99.99974,115.499725
4,6,1,7,1,0,1,0,1,1,0,1,0,0,0.99998546,99.99854,115.49847
0,0,3,4,1,1,0,0,0,0,0,0,0,0,0.37406784,37.406784,49.777122
2,3,1,11,1,0,0,1,0,0,0,0,0,0,0.9999447,99.99447,115.49419
1,2,1,1,1,1,0,0,0,0,0,0,0,0,0.9999839,99.99839,115.49831
1,2,1,7,0,1,0,0,0,0,1,0,0,0,0.9999883,99.99883,115.49877
4,6,1,2,1,0,0,0,1,0,0,0,0,0,0.99998534,99.998535,115.49846
4,3,2,1,1,0,0,0,1,0,1,0,0,0,5.4033876e-06,0.00054033875,10.500567
4,3,4,9,1,1,0,0,1,1,0,0,0,0,5.330362e-06,0.0005330362,10.500559
4,5,1,5,1,0,0,0,1,0,0,0,0,0,0.9999856,99.99856,115.49848
1,2,1,1,1,0,0,0,0,0,1,0,0,0,0.9999871,99.99871,115.49864
4,6,3,7,1,0,1,0,1,0,1,0,1,0,0.9999858,99.99858,115.498505
4,2,2,5,1,1,0,0,1,0,0,0,0,0,2.0070222e-06,0.00020070223,10.50021
4,2,4,9,1,1,0,0,1,1,0,0,0,0,2.1074711e-06,0.00021074711,10.500221
1,2,2,6,1,1,0,0,0,0,1,0,0,0,0.99998975,99.99898,115.498924
4,2,1,8,1,0,1,0,1,0,0,0,1,0,1.8095781e-06,0.00018095781,10.50019
4,3,2,6,1,0,0,0,1,0,0,0,0,0,5.3849717e-06,0.0005384972,10.500566
4,3,1,9,1,0,1,0,1,0,1,0,1,0,5.23639e-06,0.00052363897,10.500549
2,5,1,1,1,1,0,1,0,0,1,0,0,0,0.9999975,99.99975,115.49973
2,3,5,6,1,1,0,1,0,0,1,0,0,0,0.9999442,99.99442,115.49414
2,3,1,5,1,1,0,1,0,0,0,0,0,0,0.9999442,99.99442,115.49414
1,2,1,11,1,0,0,0,0,0,0,0,0,0,0.9999881,99.99881,115.49875
1,2,1,6,1,0,1,0,0,0,1,0,0,1,0.99996555,99.99655,115.496376
4,4,5,1,1,1,0,0,1,0,0,0,0,0,3.1109033e-05,0.0031109033,10.503266
4,6,4,7,1,1,0,0,1,1,0,0,0,0,0.99998546,99.99854,115.49847
4,3,1,4,1,1,0,0,1,0,0,0,0,0,5.347567e-06,0.0005347567,10.500562
4,5,5,9,1,0,1,0,1,0,0,0,0,0,0.99998426,99.99843,115.498344
4,6,1,9,1,1,0,0,1,0,0,0,0,0,0.99998546,99.99854,115.49847
4,2,3,3,1,1,0,0,1,0,0,0,0,0,1.6795246e-06,0.00016795246,10.500175
2,4,3,5,1,1,0,1,0,1,0,0,0,0,0.99999046,99.99905,115.49899
4,5,3,1,1,1,0,0,1,1,0,0,0,0,0.9999851,99.99851,115.498436
4,6,1,11,1,0,0,0,1,0,1,0,0,0,0.9999856,99.99856,115.49848
4,4,4,9,1,0,1,0,1,0,0,0,1,0,3.0727853e-05,0.0030727852,10.503226
1,2,1,12,1,0,1,0,0,0,1,0,1,0,0.99998426,99.99843,115.498344
4,6,1,5,1,1,0,0,1,1,0,0,0,0,0.99998546,99.99854,115.49847
2,6,5,8,1,1,0,1,0,0,1,0,0,0,0.9999974,99.99974,115.499725
2,3,1,3,1,1,0,1,0,0,1,0,0,0,0.9999442,99.99442,115.49414
4,3,3,6,1,0,0,0,1,0,1,0,0,0,5.3849717e-06,0.0005384972,10.500566
4,2,1,2,1,1,0,0,1,1,0,0,0,0,1.4501323e-06,0.00014501324,10.500152
4,3,5,5,1,0,0,0,1,0,1,0,0,0,5.3849717e-06,0.0005384972,10.500566
4,3,1,2,1,0,1,0,1,0,0,0,1,0,5.8242395e-06,0.00058242393,10.500611
4,2,1,12,1,0,0,0,1,0,0,0,0,0,1.6380031e-06,0.00016380032,10.500172
4,3,1,4,1,0,1,0,1,0,0,0,1,0,5.4655798e-06,0.000546558,10.500573
4,5,1,9,1,0,0,0,1,0,1,0,0,0,0.9999856,99.99856,115.49848
4,2,1,5,1,0,0,0,1,0,1,0,0,0,1.6087528e-06,0.00016087528,10.500169
1,2,1,4,1,0,0,0,0,0,1,0,0,0,0.9999856,99.99856,115.49848
0,0,1,5,1,0,1,0,0,1,0,0,1,0,0.35957935,35.957935,48.25583
0,0,4,3,1,1,0,0,0,0,0,0,0,0,0.396456,39.6456,52.127876
4,5,1,11,1,0,1,0,1,0,0,0,1,0,0.9999851,99.99851,115.498436
1,2,1,3,1,0,1,0,0,1,0,1,0,0,0.9999733,99.99733,115.49719
4,3,5,4,1,0,1,0,1,0,0,1,0,0,5.3804847e-06,0.00053804845,10.500565
1,2,2,2,1,1,0,0,0,1,0,0,0,0,0.9999746,99.99746,115.49733
2,6,2,7,1,0,1,1,0,0,0,0,1,0,0.9999975,99.99975,115.49973
4,5,1,2,0,1,0,0,1,0,0,0,0,0,0.99998534,99.998535,115.49846
4,3,5,7,1,0,0,0,1,0,1,0,0,0,5.3849717e-06,0.0005384972,10.500566
4,5,5,2,1,1,0,0,1,0,0,0,0,0,0.99998534,99.998535,115.49846
1,2,2,4,1,1,0,0,0,1,0,0,0,0,0.9999814,99.99814,115.49804
4,6,1,5,1,0,1,0,1,0,0,1,0,0,0.9999856,99.99856,115.49848
2,3,4,9,1,1,0,1,0,0,0,0,0,0,0.9999442,99.99442,115.49414
4,2,4,3,1,0,1,0,1,0,1,0,1,0,2.0599598e-06,0.00020599598,10.500216
0,0,1,8,1,1,0,0,0,0,1,0,0,0,0.6919634,69.196335,83.15615
4,4,1,10,1,0,0,0,1,0,0,0,0,0,3.1599728e-05,0.0031599728,10.503317
4,2,3,6,1,1,0,0,1,0,0,0,0,0,1.5940686e-06,0.00015940686,10.500167
4,6,2,4,1,1,0,0,1,1,0,0,0,0,0.9999862,99.99862,115.49854
4,5,1,2,1,0,1,0,1,1,0,1,0,0,0.9999888,99.99888,115.49882
4,2,4,9,1,0,0,0,1,0,1,0,0,0,1.8098424e-06,0.00018098424,10.50019
4,5,1,9,1,0,1,0,1,1,0,1,0,0,0.99998546,99.99854,115.49847
4,4,1,11,1,0,1,0,1,0,0,0,0,0,2.9012941e-05,0.002901294,10.503046
4,6,1,11,1,0,0,0,1,0,1,0,0,0,0.9999856,99.99856,115.49848
4,6,3,4,1,1,0,0,1,0,1,0,0,0,0.99998546,99.99854,115.49847
4,4,4,12,1,0,0,0,1,1,0,0,0,0,3.1279284e-05,0.0031279284,10.5032835
4,4,4,4,1,1,0,0,1,0,0,0,0,0,3.1380237e-05,0.0031380237,10.503294
4,2,1,9,1,0,1,0,1,0,0,0,1,0,1.6709918e-06,0.00016709918,10.5001745
0,0,5,2,1,1,0,0,0,0,0,0,0,0,0.56682163,56.682163,70.016266
4,6,4,11,1,1,0,0,1,0,0,0,0,0,0.99998546,99.99854,115.49847
4,5,5,8,1,1,0,0,1,0,1,0,0,0,0.99998546,99.99854,115.49847
4,4,1,10,1,0,1,0,1,0,1,1,0,0,3.1573403e-05,0.0031573402,10.503315
4,4,2,3,1,1,0,0,1,0,0,0,0,0,3.1380237e-05,0.0031380237,10.503294
1,2,1,4,1,0,1,0,0,1,0,1,0,0,0.999984,99.998405,115.49832
2,2,1,5,1,1,0,1,0,1,0,0,0,0,8.107225e-05,0.0081072245,10.5085125
4,6,1,1,1,0,1,0,1,0,0,1,0,0,0.99998546,99.99854,115.49847
2,4,4,10,1,0,0,1,0,1,0,0,0,0,0.99999046,99.99905,115.49899
4,3,1,5,1,0,1,0,1,0,0,1,0,0,5.3804847e-06,0.00053804845,10.500565
4,6,5,4,1,0,0,0,1,0,0,0,0,0,0.9999856,99.99856,115.49848
4,5,1,10,1,0,1,0,1,0,0,1,0,0,0.9999856,99.99856,115.49848
4,5,2,8,1,0,1,0,1,0,1,1,0,0,0.9999856,99.99856,115.49848
4,2,5,7,1,0,0,0,1,1,0,0,0,0,1.3661113e-06,0.00013661112,10.500143
4,6,1,12,1,1,0,0,1,1,0,0,0,0,0.99998546,99.99854,115.49847
1,2,5,12,1,0,0,0,0,0,0,0,0,0,0.99997616,99.99762,115.4975
1,2,2,3,1,1,0,0,0,0,1,0,0,0,0.9999883,99.99883,115.49877
2,6,1,3,1,0,1,1,0,1,0,0,0,0,0.999997,99.9997,115.49968
4,6,1,4,1,1,0,0,1,0,1,0,0,0,0.99998546,99.99854,115.49847
4,4,1,8,1,0,1,0,1,0,0,1,0,0,3.1573403e-05,0.0031573402,10.503315
4,4,3,5,1,1,0,0,1,0,1,0,0,0,3.1380237e-05,0.0031380237,10.503294
4,5,1,12,1,1,0,0,1,0,1,0,0,0,0.99998546,99.99854,115.49847
4,5,3,12,1,1,0,0,1,0,0,0,0,0,0.99998546,99.99854,115.49847
4,3,5,7,1,1,0,0,1,0,0,0,0,0,5.347567e-06,0.0005347567,10.500562
4,4,4,5,1,1,0,0,1,0,0,0,0,0,3.1380237e-05,0.0031380237,10.503294
2,4,1,12,1,0,1,1,0,1,0,1,0,0,0.99999046,99.99905,115.49899
4,2,3,7,1,0,0,0,1,0,0,0,0,0,1.6950897e-06,0.00016950897,10.500177
2,3,2,7,1,1,0,1,0,0,0,0,0,0,0.9999442,99.99442,115.49414
4,4,4,11,1,0,0,0,1,0,0,0,0,0,3.1599728e-05,0.0031599728,10.503317
4,3,1,5,0,1,0,0,1,0,1,0,0,0,5.347567e-06,0.0005347567,10.500562
4,6,1,4,1,1,0,0,1,0,0,0,0,0,0.99998546,99.99854,115.49847
4,2,1,2,1,0,1,0,1,0,0,0,1,0,2.0172326e-06,0.00020172326,10.500212
4,3,1,2,1,0,0,0,1,0,0,0,0,0,5.301349e-06,0.0005301349,10.500556
